,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
5793,173932,1,"PROJEKT202, LLC",COMPUTER SYSTEMS ANALYSTS,SENIOR SOLUTIONS PRINCIPAL,Y,99258.0,2016.0,"ADDISON, TEXAS",-96.82916850000001,32.96179
5794,503827,1,"RUCKUS WIRELESS, INC.","COMPUTER OCCUPATIONS, ALL OTHER",SOFTWARE ENGINEER,N,66513.0,2016.0,"SUNNYVALE, CALIFORNIA",-122.03634960000001,37.368829999999996
5795,2266984,0,INFOSYS LIMITED,Computer Systems Analysts,PROJECT LEAD,Y,89939.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5796,1907984,1,ERNST & YOUNG U.S. LLP,Management Analysts,ADVISORY SENIOR,Y,73278.0,2013.0,"MONTEREY PARK, CALIFORNIA",-118.1228476,34.0625106
5797,2063916,1,SOURCE MANTRA INC.,Computer Programmers,COMPUTER PROGRAMMER,Y,52478.0,2013.0,"MONTVALE, NEW JERSEY",-74.02291729999999,41.046763500000004
5798,2699868,0,"ALPHA AUTOMATION, INC.",Sales Engineers,SALES MANAGER,N,54308.8,2011.0,"TRENTON, NEW JERSEY",-74.74293840000001,40.2170534
5799,2178686,1,NEZU ASIA CAPITAL MANAGEMENT LLC,Financial Managers,RESEARCH DIRECTOR AND ANALYST,Y,180294.0,2013.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5800,333063,0,OSCEOLA CONSULTING,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER (ORACLE UTILITIES APPLICATIONS),Y,105102.0,2016.0,"NAPERVILLE, ILLINOIS",-88.15353520000001,41.7508391
5801,1946749,0,AGEATIA TECHNOLOGY CONSULTANCY SERVICES INC,"Software Developers, Applications",COMPUTER PROGRAMMER ANALYST,Y,65915.0,2013.0,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
5802,2418197,0,INCAPTURE TECHNOLOGIES LLC,"Software Developers, Systems Software",ANALYST (JUNIOR INVESTMENT ENGINEER),Y,69618.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5803,2313665,0,SOUTHERN CALIFORNIA EDISON,Computer Systems Analysts,SENIOR SYSTEMS ANALYST,Y,97427.0,2012.0,"IRWINDALE, CALIFORNIA",-117.93534129999999,34.1069527
5804,1621719,0,SANOFI US SERVICES INC.,Market Research Analysts and Marketing Specialists,"GLOBAL MARKET RESEARCH ASSOCIATE DIRECTOR, PCS",Y,133703.0,2014.0,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
5805,2905172,1,SPECTRUM HEALTH HOSPITALS,Physicists,MEDICAL PHYSICIST,Y,59924.8,2011.0,"GRAND RAPIDS, MICHIGAN",-85.6680863,42.9633599
5806,2674838,0,LCL COMPANY,"Office Clerks, General","OFFICE CLERKS, GENERAL",Y,23130.0,2011.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5807,620203,0,ARMENIAN GENERAL BENEVOLENT UNION,PUBLIC RELATIONS SPECIALISTS,DIRECTOR OF COMMUNICATIONS,Y,88150.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5808,463879,1,ECHOSTAR BROADCASTING CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER",SYSTEMS ENGINEERING FEATURES ANALYST/MANAGER,Y,91915.0,2016.0,"ENGLEWOOD, COLORADO",-104.98775970000001,39.647765299999996
5809,2780795,0,"MAVERICK COLOR LABS, LLC",Industrial Production Managers,PRODUCTION MANAGER,Y,57970.0,2011.0,"CARROLLTON, TEXAS",-96.88996359999999,32.975641499999995
5810,471298,0,AXTRIA INC,"COMPUTER OCCUPATIONS, ALL OTHER",SR. ASSOCIATE - BUSINESS OPERATIONS ANALYTICS,N,58656.0,2016.0,"THOUSAND OAKS, CALIFORNIA",-118.83759369999999,34.1705609
5811,664705,1,"BURO HAPPOLD, INC.",CIVIL ENGINEERS,SENIOR STRUCTURAL ENGINEER,Y,77126.0,2015.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5812,1624872,0,UNIVERSITY OF LA VERNE,"Business Teachers, Postsecondary","ASSISTANT PROFESSOR, MANAGEMENT",Y,57010.0,2014.0,"LA VERNE, CALIFORNIA",-117.7678355,34.10084260000001
5813,2752656,0,EDULENCE CORPORATION,Graphic Designers,WEB DESIGNER,Y,47715.0,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5814,559088,1,L&T TECHNOLOGY SERVICES LIMITED,MECHANICAL ENGINEERS,DESIGN ENGINEER,N,60944.0,2016.0,"WYOMING, MINNESOTA",-92.9980556,45.3375
5815,1461425,1,"BECHTEL OIL, GAS &AMP; CHEMICALS, INC.",Mechanical Engineers,SENIOR CONTROL SYSTEMS ENGINEER,Y,83387.0,2014.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5816,2450224,0,DESIGN ALTERNATIVE INC.,Marketing Managers,MARKETING MANAGER,Y,82410.0,2012.0,"FORT LAUDERDALE, FLORIDA",-80.13731740000001,26.122438600000002
5817,1514913,1,MPHASIS CORPORATION,Computer Programmers,SYSTEMS ASSOCIATE,Y,51210.0,2014.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5818,1216162,0,FIRST FLIGHT FARM,ANIMAL BREEDERS,BREEDING MANAGER,Y,30493.0,2015.0,"BOERNE, TEXAS",-98.7319703,29.794664100000002
5819,1905242,1,INTUIT INC.,"Software Developers, Applications",SOFTWARE ENGINEER,Y,84802.0,2013.0,"MOUNTAIN VIEW, CALIFORNIA",-122.08385109999999,37.3860517
5820,757585,0,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - JC65,Y,56410.0,2015.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
5821,786703,0,IBM CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR CONSULTANT,Y,67808.0,2015.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
5822,1504933,1,NORTHEAST BEHAVIORAL ASSOCIATES INC,Mental Health Counselors,IN-HOME BEHAVIORAL MANAGEMENT THERAPIST,Y,41704.0,2014.0,"NORWOOD, MASSACHUSETTS",-71.19896949999999,42.1943909
5823,2322649,0,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","Computer Science Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,56500.0,2012.0,"SANTA CRUZ, CALIFORNIA",-122.0307963,36.9741171
5824,608527,0,VALLEY BETH SHALOM DAY SCHOOL,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL","ELEMENTARY SCHOOL TEACHER, EXCEPT SPECIAL EDUCATION",N,48265.0,2016.0,"ENCINO, CALIFORNIA",-118.52142820000002,34.151749200000005
5825,1344573,0,BROADCOM CORPORATION,Electrical Engineers,"ENGINEER, SR. STAFF - IC DESIGN",Y,133203.0,2014.0,"SUNNYVALE, CALIFORNIA",-122.03634960000001,37.368829999999996
5826,688263,1,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,56014.0,2015.0,"WEST DES MOINES, IOWA",-93.711332,41.5772115
5827,2318799,0,"AMERICA'S INFOMART, INC.","Software Developers, Applications",SOFTWARE ENGINEER,Y,83762.0,2012.0,"ARLINGTON, VIRGINIA",-77.1067698,38.879969700000004
5828,2454913,0,CAPGEMINI US LLC,"Software Developers, Applications",SENIOR CONSULTANT,Y,85100.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5829,620477,0,PPE CASINO RESORTS MARYLAND LLC,PUBLIC RELATIONS SPECIALISTS,PUBLIC RELATIONS SPECIALIST,N,49546.0,2016.0,"HANOVER, MARYLAND",-76.72282270000001,39.1955042
5830,196816,0,"MAVRICK SOFTWARE AND TELECOM SERVICES, INC.",INFORMATION SECURITY ANALYSTS,INFORMATION SECURITY ANALYST,N,59571.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5831,2347859,0,"NYSE ARCA, INC.","Software Developers, Applications",DIRECTOR,Y,98800.0,2012.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
5832,2868834,0,GOETHE-INSTITUT,"Foreign Language and Literature Teachers, Postseco",INSTRUCTOR FOR MEDIA AND GERMAN LANGUAGE,Y,46990.0,2011.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
5833,2145887,1,LARSEN & TOUBRO LIMITED,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,Y,38730.0,2013.0,"PINEVILLE, LOUISIANA",-92.4343035,31.3224044
5834,2479396,1,"RANDSTAD TECHNOLOGIES, LP",Computer Systems Analysts,BUSINESS ANALYST,Y,73861.0,2012.0,"HOPKINTON, MASSACHUSETTS",-71.5225646,42.2286954
5835,2906575,0,"GMP LABORATORIES OF AMERICA,INC",Chemical Engineers,PROCESS ENGINEER,Y,50000.0,2011.0,"ANAHEIM, CALIFORNIA",-117.91450359999999,33.8352932
5836,1076331,1,"A2Z DEVELOPMENT CENTER, INC.","COMPUTER OCCUPATIONS, ALL OTHER",QUALITY ASSURANCE ENGINEER,Y,76918.0,2015.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
5837,28291,0,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,TAX SENIOR MANAGER,Y,110136.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
5838,77544,1,TRI COUNTIES BANK,"FINANCIAL SPECIALISTS, ALL OTHER",FINANCIAL QUANTITATIVE ANALYST,N,45386.0,2016.0,"REDDING, CALIFORNIA",-122.3916754,40.5865396
5839,1736594,0,AZTEK INC,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,572770.0,2014.0,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
5840,1878315,0,SOUND SHORE MEDICAL CENTER OF WESTCHESTER,"Physicians and Surgeons, All Other",MEDICAL RESIDENT PHYSICIAN,Y,56536.0,2013.0,"NEW ROCHELLE, NEW YORK",-73.78235490000002,40.9114882
5841,794410,1,BMW OF NORTH AMERICA LLC,TRAINING AND DEVELOPMENT SPECIALISTS,TECHNICAL COURSE DEVELOPER,Y,37918.0,2015.0,"WOODCLIFF LAKE, NEW JERSEY",-74.0665297,41.0234304
5842,2976836,0,SILICON CONCEPTS,Physicists,PHYSICISTS,Y,89024.0,2011.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
5843,2405995,0,"NETGAMIX, INC.",Chief Executives,CHIEF EXECUTIVE OFFICER,Y,86944.0,2012.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
5844,2825012,0,"LARGO MARBLE AND GRANITE, INC.",Accountants,STAFF ACCOUNTANT,N,48963.2,2011.0,"STERLING, VIRGINIA",-77.4291298,39.006699299999994
5845,653350,1,HARVARD UNIVERSITY,"BUSINESS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,62580.0,2015.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
5846,2241583,0,KRYSTAL INFINITY LLC,Operations Research Analysts,OPERATIONS RESEARCH ANALYST,Y,49420.8,2012.0,"BREA, CALIFORNIA",-117.9000604,33.9166805
5847,447779,1,"VISUAL TECHNOLOGIES, LLC",NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,STORAGE ADMINISTRATOR,N,58386.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
5848,2060935,1,UHCP D/B/A UPMC MEP,"Health Diagnosing and Treating Practitioners, All",RESIDENT - INTERNAL MEDICINE,Y,45323.0,2013.0,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.440624799999995
5849,316825,1,"CONFLUENCE TECHNOLOGIES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",ASSOCIATE SOFTWARE ENGINEER,N,56181.0,2016.0,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.440624799999995
5850,2811204,0,VELOCITY STUNTS USA INC,"Computer Software Engineers, Systems Software",MOTION CONTROL/SYSTEMS DESIGNER,Y,66602.0,2011.0,"BURBANK, CALIFORNIA",-118.30896609999998,34.18083920000001
5851,1857037,0,"LBB & ASSOCIATES LTD., LLP",Accountants and Auditors,AUDIT STAFF,Y,43250.0,2013.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5852,2459887,0,"MODRIA.COM, INC.","Arbitrators, Mediators, and Conciliators",MANAGER OF ARBITRATION SERVICES,Y,56618.0,2012.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
5853,2028872,0,"BONSAI SOLUTIONS, INC","Software Developers, Applications",SOFTWARE ENGINEER,Y,55598.0,2013.0,"STERLING HEIGHTS, MICHIGAN",-83.0302033,42.5803122
5854,2171020,0,THE ARTS AND TECHNOLOGY ACADEMY,"Education Administrators, Elementary and Secondary",PRINCIPAL,Y,71640.0,2013.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
5855,2998488,0,"ANTIOCH ENERGY, LLC",Petroleum Engineers,RESERVOIR ENGINEER,Y,103085.0,2011.0,"DALLAS, TEXAS",-96.7969879,32.7766642
5856,2701174,0,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,Astronomers,ASTROPHYSICIST,Y,61173.0,2011.0,"CAMBRIDGE, MASSACHUSETTS",-71.10973349999999,42.373615799999996
5857,1608524,1,BAYLOR COLLEGE OF MEDICINE,Natural Sciences Managers,"DIRECTOR, LABORATORY",Y,66186.0,2014.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5858,2899363,1,"TECHNIP USA, INC.",Chemical Engineers,SENIOR PROCESS ENGINEER (SMARTPLANT P&ID IMPLEMENT,Y,114878.0,2011.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5859,960855,1,AA SOLUTIONS INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,50294.0,2015.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
5860,2961533,0,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,"Secondary School Teachers, Except Special and Care",KOREAN TEACHER,N,77022.4,2011.0,"SAN RAMON, CALIFORNIA",-121.9780153,37.7799273
5861,2649596,0,"DB'S BUILDERS, INC.",Mechanical Engineers,MECHANICAL ENGINEER,Y,38584.0,2011.0,"MANGILAO, NA",144.8050754,13.437192199999998
5862,2062309,0,HOWARD UNIVERSITY,"Physicians and Surgeons, All Other",MEDICAL RESIDENT (PGY-1),Y,48758.0,2013.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
5863,2534113,1,QUALCOMM INCORPORATED,"Electronics Engineers, Except Computer",SENIOR HARDWARE ENGINEER,Y,85051.2,2012.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
5864,2156862,1,THE COLLEGE OF WOOSETER,"Economics Teachers, Postsecondary",VISITING ASSISTANT PROFESSOR OF ECONOMICS,Y,37880.0,2013.0,"WOOSTER, OHIO",-81.93514300000001,40.8050565
5865,2950701,0,"MIAMI CLINICAL RESEARCH, INC.",Marketing Managers,MARKETING/REGULATORY MANAGER,N,65187.2,2011.0,"CORAL GABLES, FLORIDA",-80.2683838,25.72149
5866,1180109,1,"STONEBRIDGE ACQUISITION, INC.","COMPUTER OCCUPATIONS, ALL OTHER",TECHNICAL PROJECT MANAGER,Y,53144.0,2015.0,"TULSA, OKLAHOMA",-95.992775,36.1539816
5867,1122474,1,"SVTRONICS, INC.",MECHANICAL ENGINEERS,MECHANICAL ENGINEER,Y,61464.0,2015.0,"PLANO, TEXAS",-96.6988856,33.0198431
5868,911567,0,CONSULTADD INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,73923.0,2015.0,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
5869,2889204,1,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY","Computer Software Engineers, Applications",SOFTWARE ENGINEER,Y,82513.6,2011.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
5870,1168733,0,"ROSEMOOR FOUNDATION, INC.",INTERIOR DESIGNERS,INTERIOR DESIGN ASSOCIATE,Y,38729.6,2015.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5871,2949333,0,ADITI TECHNOLOGIES PVT. LTD.,"Computer Occupations, All Other*",SENIOR SOFTWARE DESIGN ENGINEER (TEST),Y,70900.0,2011.0,"CHEVY CHASE, MARYLAND",-77.07720520000001,38.9949153
5872,639023,1,"ADVANCED MEDICAL & PROFESSIONAL SOLUTIONS, INC",PHYSICAL THERAPISTS,PHYSICAL THERAPIST,N,63066.0,2016.0,"TYSONS CORNER, VIRGINIA",-77.2310925,38.9187222
5873,2280489,1,EBAY INC.,"Software Developers, Systems Software","MTS 2, SOFTWARE ENGINEER",Y,142875.0,2012.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
5874,1704789,0,UNIVERSITY OF CENTRAL FLORIDA,Materials Engineers,POST DOCTORAL ASSOCIATE,N,39478.4,2014.0,"ORLANDO, FLORIDA",-81.3792365,28.5383355
5875,1083681,0,EARLY STEPS BILINGUAL PRE-SCHOOL,"SPECIAL EDUCATION TEACHERS, PRESCHOOL",SPECIAL EDUCATION TEACHER,Y,63700.0,2015.0,"ARLINGTON, VIRGINIA",-77.1067698,38.879969700000004
5876,1751469,0,"SPH2 ENTERPRISE, LLC","Dentists, General",ASSOCIATE GENERAL DENTIST,Y,132621.0,2014.0,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
5877,2362555,0,MASSACHUSETTS GENERAL PHYSICIAN'S ORGANIZATION,"Physicians and Surgeons, All Other",CLINICAL AND RESEARCH FELLOW,Y,76165.0,2012.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
5878,644372,1,"YOUDEVISE, INC.","SALES REPRESENTATIVES, WHOLESALE AND",ACCOUNT MANAGER,Y,79934.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5879,2340250,0,DUKE UNIVERSITY AND MEDICAL CENTER,Natural Sciences Managers,"CLINICAL RESEARCH MANAGER, EQOL",Y,64064.0,2012.0,"DURHAM, NORTH CAROLINA",-78.898619,35.99403289999999
5880,121937,1,"WOLTERS KLUWER FINANCIAL SERVICES, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS INTELLIGENCE ANALYST,N,43347.0,2016.0,"ST. CLOUD, MINNESOTA",-94.1632404,45.5579451
5881,681513,1,HEADSTRONG SERVICES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",LEAD DEVELOPER,Y,79747.0,2015.0,"RICHARDSON, TEXAS",-96.72985190000001,32.948333500000004
5882,2240940,1,CATERPILLAR INC,Civil Engineers,ENGINEER,Y,40581.0,2012.0,"DECATUR, ILLINOIS",-88.9548001,39.84031470000001
5883,1686953,1,ROBERT BOSCH LLC,"Software Developers, Applications",SOFTWARE/APPLICATIONS ENGINEER,Y,79498.0,2014.0,"PLYMOUTH, MICHIGAN",-83.4702132,42.3714253
5884,1600726,1,"QUADRANT 4 CLOUD, INC.",Computer Programmers,PROGRAMMER ANALYST,Y,54330.0,2014.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
5885,1558518,1,"USA HEALTHCARE MANAGEMENT, LLC","Physicians and Surgeons, All Other",ASSISTANT PROFESSOR,Y,227198.0,2014.0,"MOBILE, ALABAMA",-88.0398912,30.6953657
5886,2734011,0,ISS ACQUISITION CORPORATION,Computer Programmers,PROGRAMMER ANALYST,Y,67995.0,2011.0,"PLAINSBORO, NEW JERSEY",-74.58529200000001,40.338254299999996
5887,2489819,0,GIANT PROFESSIONAL LTD,Network and Computer Systems Administrators*,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,Y,72800.0,2012.0,"BROOKLYN, NEW YORK",-73.94415790000001,40.6781784
5888,1624399,0,CIENA CORPORATION,"Software Developers, Applications",SOFTWARE ENGINEER 3,Y,89800.0,2014.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
5889,34012,1,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,MANAGEMENT ANALYST,ASSOCIATE JC65 - MANAGEMENT ANALYST,N,60174.0,2016.0,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
5890,892833,1,"AVANT SYSTEMS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,64418.0,2015.0,"DALLAS, TEXAS",-96.7969879,32.7766642
5891,1600207,1,"CIRRUS LOGIC, INC.","Electronics Engineers, Except Computer",DESIGN ENGINEER,Y,81245.0,2014.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
5892,1059317,1,"KRONSYS, INC.",COMPUTER SYSTEMS ANALYSTS,TECHNICAL SYSTEM/BUSINESS ANALYST-SQL SERVER,Y,51522.0,2015.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
5893,1361842,0,"LUSTER NATIONAL, INC.",Medical and Health Services Managers,WELLNESS MANAGER,Y,41184.0,2014.0,"MILL VALLEY, CALIFORNIA",-122.5449763,37.906036799999995
5894,2776959,0,ADRIAN COLLEGE,"Mathematical Science Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,48584.0,2011.0,"ADRIAN, MICHIGAN",-84.0371659,41.897547100000004
5895,2281700,0,CANAAN INTERNATIONAL CORP,Purchasing Managers,PURCHASING MANAGER,Y,80000.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5896,2796941,0,REGISTRAR CORP,Computer Programmers,SOFTWARE DEVELOPER,Y,43451.0,2011.0,"HAMPTON, VIRGINIA",-76.3452218,37.0298687
5897,345610,1,LOGIC4G SOLUTIONS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,76107.0,2016.0,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.40774979999999,37.654656
5898,2603563,1,CAMBRIDGE PUBLIC HEALTH COMMISSION,Medical and Clinical Laboratory Technologists,MEDICAL TECHNOLOGIST,Y,54308.8,2012.0,"CAMBRIDGE, MASSACHUSETTS",-71.10973349999999,42.373615799999996
5899,2095034,1,"ADVANTECS GROUP, INC",Computer Programmers,PROGRAMMER ANALYST,Y,68099.0,2013.0,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
5900,2921393,0,SOFT TECH SOURCE,"Bookkeeping, Accounting, and Auditing Clerks",ACCOUNTING CLERK,Y,24000.0,2011.0,"FOREST HILLS, NEW YORK",-73.84484690000001,40.718106
5901,1969864,1,QUALIHI SOFTWARE SOLUTIONS INC.,"Software Developers, Applications",SOFTWARE ENGINEER,Y,61360.0,2013.0,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
5902,1963788,1,"USON LP, A ROPER INDUSTRIES INC. CO.","Software Developers, Systems Software",SOFTWARE ENGINEER,Y,81700.0,2013.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
5903,2282903,0,CONSILIUM DESIGN INC.,Landscape Architects,LANDSCAPE DESIGNER,N,47444.8,2012.0,"CENTENNIAL, COLORADO",-104.87717260000001,39.5807452
5904,2632331,1,NEW YORK UNIVERSITY,"Art, Drama, and Music Teachers, Postsecondary",PROFESSOR,Y,74810.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5905,555339,1,SV PROBE INC.,MECHANICAL ENGINEERS,PRODUCT ENGINEER,N,59842.0,2016.0,"TEMPE, ARIZONA",-111.9400054,33.4255104
5906,1720445,0,FIDELITY BROKERAGE SERVICES LLC,"Software Developers, Applications",PRINCIPAL SOFTWARE ENGINEER DEVELOPER,Y,75338.0,2014.0,"DURHAM, NORTH CAROLINA",-78.898619,35.99403289999999
5907,2838762,1,LEPERCQ DE NEUFLIZE & CO. INC.,General and Operations Managers,COO/MANAGING DIRECTOR/CO/TREASURER,Y,195000.0,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
5908,1634496,1,"V.VICTORIA, INC.",Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,32802.0,2014.0,"WESTON, FLORIDA",-80.3997748,26.100365399999998
5909,2462293,0,EMC CORPORATION,"Computer Occupations, All Other*",SENIOR PERFORMANCE ENGINEER,Y,77834.0,2012.0,"HOPKINTON, MASSACHUSETTS",-71.5225646,42.2286954
5910,2028792,1,"GREATER MISSOURI MEDICAL PRO-CARE PROVIDERS, INC.",Physical Therapists,29-1123,Y,53435.0,2013.0,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
5911,2688677,0,SUTRON CORPORATION,Industrial Engineers,INDUSTRIAL ENGINEERING TECHNICIAN,Y,61277.0,2011.0,"STERLING, VIRGINIA",-77.4291298,39.006699299999994
5912,409346,1,"TECH MAHINDRA (AMERICAS),INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","SOFTWARE DEVELOPER, SYSTEMS SOFTWARE",Y,73736.0,2016.0,"DEARBORN, MICHIGAN",-83.1763145,42.3222599
5913,1264342,0,MURPHY PIPE AND CIVIL LLC,CONSTRUCTION MANAGERS,SUPERINTENDENT,Y,86237.0,2015.0,"RAPID CITY, SOUTH DAKOTA",-103.2310149,44.0805434
5914,2866248,0,INFOSYS TECHNOLOGIES LIMITED,Computer Programmers,PROGRAMMER ANALYST,Y,50419.2,2011.0,"WAYNE, PENNSYLVANIA",-75.3698895,40.041599600000005
5915,2552547,0,THE CHILDREN'S HOSPITAL ASSOCIATION,Medical and Clinical Laboratory Technicians,MEDICAL TECHNOLOGIST,Y,52021.0,2012.0,"AURORA, COLORADO",-104.8319195,39.729431899999994
5916,1204088,0,PHELPS COUNTY REGIONAL MEDICAL CENTER,"PHYSICIANS AND SURGEONS, ALL OTHER",HOSPITALIST,Y,187199.0,2015.0,"ROLLA, MISSOURI",-91.7715303,37.948544
5917,2759355,0,"CVPATH INSTITUTE, INC.",Administrative Services Managers,PROGRAM & ADMINISTRATIVE COORDINATOR,Y,39083.2,2011.0,"GAITHERSBURG, MARYLAND",-77.2013705,39.143440600000005
5918,2315601,0,"LIKABLE USA, INC.",Management Analysts,BUSINESS ANALYST,N,67475.2,2012.0,"CUPERTINO, CALIFORNIA",-122.03218229999999,37.322997799999996
5919,1535124,1,BEYONG BUSINESS INCORPORATED,"Business Operations Specialists, All Other",BUSINESS OPERATION ANALYST,Y,43742.0,2014.0,"SEAL BEACH, CALIFORNIA",-118.1047866,33.7414064
5920,1110156,0,CHICAGO TEMPERED GLASS INC.,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",BILINGUAL BUSINESS MANAGER / CONSULTANT,Y,37086.4,2015.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
5921,1439698,0,"PARTNER FUND MANAGEMENT, LP",Computer and Information Systems Managers,GLOBAL DIRECTOR OF INFORMATION TECHNOLOGY,Y,190580.0,2014.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
5922,1293316,0,"ITPRO SOFTWARE SOLUTIONS, INC",Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,49504.0,2014.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
5923,1892539,0,"RAYMOND JAMES & ASSOCIATES, INC.",Market Research Analysts and Marketing Specialists,REAL ESTATE ANALYST,Y,117549120.0,2013.0,"ST. PETERSBURG, FLORIDA",-82.6267345,27.751828399999997
5924,2420802,0,"FI-MED MANAGEMENT, INC.",Accountants and Auditors,ACCOUNTING MANAGER,Y,45344.0,2012.0,"WAUWATOSA, WISCONSIN",-88.0075875,43.049457200000006
